NumeroOrden,NumeroLineaOrden,FechaPedido,NombreCliente,CorreoElectronico,Articulo,Cantidad,PrecioUnitario,MontoImpuesto
SO49331,1,2021-01-17,Jacquelyn Gutierrez,jacquelyn11@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49332,1,2021-01-17,Patrick Sands,patrick4@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49334,1,2021-01-17,Brandon Ross,brandon1@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49333,1,2021-01-17,Lisa Huang,lisa9@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49338,1,2021-01-17,Alisha Guo,alisha18@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49336,1,2021-01-17,Steve Liu,steve8@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49335,1,2021-01-17,Jenny Kumar,jenny31@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49337,1,2021-01-17,Jade Kelly,jade1@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49347,1,2021-01-18,Darren Munoz,darren29@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49348,1,2021-01-18,Francis Serrano,francis14@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49345,1,2021-01-18,Ricky Alonso,ricky8@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49344,1,2021-01-18,Wyatt Mitchell,wyatt40@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49343,1,2021-01-18,Melinda Torres,melinda7@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49346,1,2021-01-18,Karl Kumar,karl8@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49342,1,2021-01-18,Jillian Fernandez,jillian16@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49341,1,2021-01-18,Jill Ashe,jill12@adventure-works.com,"Road-550-W Yellow, 38",1,1000,80
SO49339,1,2021-01-18,Shane Sanchez,shane23@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49340,1,2021-01-18,Tyrone Rubio,tyrone20@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49350,1,2021-01-18,Cassidy Wood,cassidy2@adventure-works.com,"Road-650 Red, 52",1,782,62
SO49349,1,2021-01-18,Angel Brooks,angel0@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49351,1,2021-01-18,Austin Alexander,austin15@adventure-works.com,"Road-650 Red, 48",1,782,62
SO49361,1,2021-01-19,Mandy Chen,mandy3@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49352,1,2021-01-19,Morgan Smith,morgan23@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49353,1,2021-01-19,Brian Sanchez,brian29@adventure-works.com,"Road-650 Red, 62",1,782,62
SO49359,1,2021-01-19,Xavier Turner,xavier37@adventure-works.com,"Road-550-W Yellow, 42",1,1000,80
SO49355,1,2021-01-19,Ruben Suarez,ruben42@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49354,1,2021-01-19,Brandon Lal,brandon26@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49356,1,2021-01-19,Bruce Lopez,bruce16@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49357,1,2021-01-19,Justin Martin,justin42@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49360,1,2021-01-19,Gabriella Perez,gabriella35@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49358,1,2021-01-19,Dakota Russell,dakota16@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49366,1,2021-01-20,Kathryn Jai,kathryn10@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49365,1,2021-01-20,Kendra Munoz,kendra7@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49364,1,2021-01-20,Katie Nath,katie21@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49370,1,2021-01-20,Ebony Hernandez,ebony26@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49363,1,2021-01-20,Madison Clark,madison20@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49362,1,2021-01-20,Micheal Rubio,micheal17@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49369,1,2021-01-20,Tyler Lewis,tyler21@adventure-works.com,"Road-650 Black, 52",1,782,62
SO49368,1,2021-01-20,Lucas Ramirez,lucas79@adventure-works.com,"Road-650 Red, 62",1,782,62
SO49367,1,2021-01-20,Yolanda Rai,yolanda16@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49371,1,2021-01-20,Joanna Serrano,joanna15@adventure-works.com,"Road-650 Red, 48",1,782,62
SO49380,1,2021-01-21,Andrea Baker,andrea38@adventure-works.com,"Carretera-650 Negro, 62",1,782,62
SO49381,1,2021-01-21,Ivan Lopez,ivan13@adventure-works.com,"Road-650 Black, 58",1,782,62
SO49372,1,2021-01-21,Bianca Liang,bianca13@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49373,1,2021-01-21,Deanna Hernandez,deanna29@adventure-works.com,"Road-550-W Yellow, 40",1,1000,80
SO49374,1,2021-01-21,Laura Li,laura10@adventure-works.com,"Road-650 Black, 58",1,782,62
SO49376,1,2021-01-21,Shane Gonzalez,shane21@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49375,1,2021-01-21,Preston Raman,preston11@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49377,1,2021-01-21,Rosa Chen,rosa2@adventure-works.com,"Road-250 Red, 58",1,2181,174
SO49382,1,2021-01-21,Jessie Romero,jessie15@adventure-works.com,"Road-550-W Yellow, 40",1,1000,80
SO49383,1,2021-01-21,Meredith Rana,meredith10@adventure-works.com,"Road-550-W Yellow, 40",1,1000,80
SO49378,1,2021-01-21,Charles Brown,charles7@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49379,1,2021-01-21,Jennifer Rodriguez,jennifer47@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49384,1,2021-01-21,Lydia Patel,lydia2@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49394,1,2021-01-22,Derrick Rubio,derrick19@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49393,1,2021-01-22,Casey Alonso,casey32@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49395,1,2021-01-22,Donna Pal,donna11@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49388,1,2021-01-22,Crystal Zeng,crystal1@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49392,1,2021-01-22,Melody Jimenez,melody6@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49391,1,2021-01-22,Adam Lal,adam25@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49389,1,2021-01-22,Jerry Andersen,jerry14@adventure-works.com,"Road-650 Black, 60",1,782,62
SO49390,1,2021-01-22,Marcus Robinson,marcus19@adventure-works.com,"Road-650 Black, 60",1,782,62
SO49385,1,2021-01-22,Renee Hernandez,renee3@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49386,1,2021-01-22,Seth Sanchez,seth88@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49387,1,2021-01-22,Jarrod Mehta,jarrod14@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49397,1,2021-01-23,Kaylee Gray,kaylee4@adventure-works.com,"Road-650 Red, 58",1,782,62
SO49396,1,2021-01-23,Carlos Evans,carlos26@adventure-works.com,"Road-250 Red, 52",1,2443,195
SO49398,1,2021-01-23,Valerie Huang,valerie7@adventure-works.com,"Road-650 Red, 52",1,782,62
SO49404,1,2021-01-24,Rachael Lopez,rachael15@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49399,1,2021-01-24,Randall Ortega,randall24@adventure-works.com,"Road-650 Black, 44",1,782,62
SO49408,1,2021-01-24,Jordan Scott,jordan69@adventure-works.com,"Road-650 Red, 60",1,782,62
SO49401,1,2021-01-24,Jay Nicholls,jay39@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49400,1,2021-01-24,Theodore Rowe,theodore22@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49405,1,2021-01-24,Bailey Carter,bailey30@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49409,1,2021-01-24,Johnny Raje,johnny15@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49407,1,2021-01-24,Isabella Baker,isabella47@adventure-works.com,"Road-550-W Yellow, 48",1,1000,80
SO49402,1,2021-01-24,Kevin Coleman,kevin9@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49403,1,2021-01-24,Shaun Chapman,shaun17@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49406,1,2021-01-24,Victoria Peterson,victoria41@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49420,1,2021-01-25,Seth Green,seth32@adventure-works.com,"Road-550-W Yellow, 48",1,1000,80
SO49418,1,2021-01-25,Lawrence Sanz,lawrence19@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49417,1,2021-01-25,Jesse Sanchez,jesse18@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49416,1,2021-01-25,Tonya Tang,tonya4@adventure-works.com,"Road-650 Black, 48",1,782,62
SO49413,1,2021-01-25,Robin Ortega,robin17@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49414,1,2021-01-25,Samantha Bennett,samantha26@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49415,1,2021-01-25,Priscilla Yuan,priscilla6@adventure-works.com,"Road-250 Red, 52",1,2443,195
SO49412,1,2021-01-25,Roberto Vazquez,roberto15@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49410,1,2021-01-25,Eddie Dominguez,eddie13@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49411,1,2021-01-25,Todd Wang,todd3@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49419,1,2021-01-25,Ashlee Luo,ashlee13@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49421,1,2021-01-25,Jorge Gao,jorge17@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49422,1,2021-01-25,Karla Chander,karla17@adventure-works.com,"Road-250 Red, 52",1,2443,195
SO49424,1,2021-01-25,Donald Lopez,donald18@adventure-works.com,"Road-650 Black, 52",1,782,62
SO49423,1,2021-01-25,Ashlee Beck,ashlee4@adventure-works.com,"Road-650 Red, 52",1,782,62
SO49425,1,2021-01-26,Molly Madan,molly7@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49430,1,2021-01-26,Luis Lal,luis29@adventure-works.com,"Road-650 Red, 44",1,782,62
SO49431,1,2021-01-26,Morgan Brooks,morgan67@adventure-works.com,"Road-650 Black, 58",1,782,62
SO49426,1,2021-01-26,Melinda Carlson,melinda13@adventure-works.com,"Road-650 Red, 60",1,782,62
SO49427,1,2021-01-26,Paula Dominguez,paula15@adventure-works.com,"Road-650 Black, 44",1,782,62
SO49429,1,2021-01-26,Eddie Vazquez,eddie15@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49428,1,2021-01-26,Jonathan Clark,jonathan73@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49434,1,2021-01-27,Dalton Collins,dalton45@adventure-works.com,"Road-550-W Yellow, 38",1,1000,80
SO49432,1,2021-01-27,Walter Navarro,walter3@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49433,1,2021-01-27,Misty Raje,misty15@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49435,1,2021-01-28,Jenny Lal,jenny32@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49442,1,2021-01-28,Marshall Jai,marshall32@adventure-works.com,"Road-650 Black, 60",1,782,62
SO49437,1,2021-01-28,Ricardo Andersen,ricardo13@adventure-works.com,"Road-650 Red, 52",1,782,62
SO49436,1,2021-01-28,Kyle Young,kyle44@adventure-works.com,"Road-650 Red, 60",1,782,62
SO49438,1,2021-01-28,Kristine Dominguez,kristine13@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49439,1,2021-01-28,Stacey Li,stacey3@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49440,1,2021-01-28,Franklin Lal,franklin26@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49441,1,2021-01-28,Carol Long,carol6@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49553,1,2021-01-29,April Beck,april16@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49552,1,2021-01-29,Colleen Anand,colleen45@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49551,1,2021-01-29,Chad Luo,chad7@adventure-works.com,"Road-650 Black, 58",1,782,62
SO49550,1,2021-01-29,Marshall Luo,marshall27@adventure-works.com,"Road-650 Red, 48",1,782,62
SO49549,1,2021-01-29,Alicia Sharma,alicia7@adventure-works.com,"Road-550-W Yellow, 38",1,1000,80
SO49554,1,2021-01-29,Garrett Rogers,garrett24@adventure-works.com,"Carretera-650 Negro, 62",1,782,62
SO49555,1,2021-01-29,Jenny Ye,jenny12@adventure-works.com,"Road-550-W Yellow, 44",1,1000,80
SO49556,1,2021-01-29,Henry Perez,henry22@adventure-works.com,"Road-650 Black, 44",1,782,62
SO49557,1,2021-01-29,Summer Patel,summer3@adventure-works.com,"Road-650 Black, 60",1,782,62
SO49568,1,2021-01-30,Warren Kumar,warren16@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49566,1,2021-01-30,Kyle Mitchell,kyle40@adventure-works.com,"Road-650 Black, 58",1,782,62
SO49558,1,2021-01-30,Christy Beck,christy38@adventure-works.com,"Road-650 Black, 58",1,782,62
SO49565,1,2021-01-30,Deb Foster,deb9@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49567,1,2021-01-30,Derrick Ruiz,derrick2@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49562,1,2021-01-30,Gina Romero,gina9@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49560,1,2021-01-30,Spencer Diaz,spencer24@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49561,1,2021-01-30,Veronica Chandra,veronica2@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49564,1,2021-01-30,Xavier Mitchell,xavier34@adventure-works.com,"Road-550-W Yellow, 44",1,1000,80
SO49559,1,2021-01-30,Savannah Mitchell,savannah33@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49563,1,2021-01-30,Justin Clark,justin47@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49570,1,2021-01-31,Leonard Anand,leonard24@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49571,1,2021-01-31,Kristi Rodriguez,kristi37@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49569,1,2021-01-31,Kathryn Xie,kathryn3@adventure-works.com,"Road-250 Red, 58",1,2181,174
SO49573,1,2021-01-31,Alison Anand,alison23@adventure-works.com,"Road-250 Red, 58",1,2181,174
SO49572,1,2021-01-31,Alexa Stewart,alexa21@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49574,1,2021-01-31,Alvin Li,alvin4@adventure-works.com,"Road-650 Red, 58",1,782,62
SO49575,1,2021-02-01,Ricardo Raje,ricardo14@adventure-works.com,"Road-250 Red, 52",1,2443,195
SO49576,1,2021-02-01,Kristopher Sai,kristopher6@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49577,1,2021-02-01,Rachel Rodriguez,rachel23@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49578,1,2021-02-01,Joanna Ramos,joanna16@adventure-works.com,"Road-550-W Yellow, 48",1,1000,80
SO49579,1,2021-02-01,Sydney Thomas,sydney74@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49580,1,2021-02-01,Alisha Chen,alisha2@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49588,1,2021-02-02,Heidi Mehta,heidi16@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49589,1,2021-02-02,Nina Lal,nina9@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49587,1,2021-02-02,Ruben Vazquez,ruben38@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49584,1,2021-02-02,Robyn Ruiz,robyn1@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49585,1,2021-02-02,Rachel Reed,rachel31@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49586,1,2021-02-02,Kathleen Vazquez,kathleen16@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49590,1,2021-02-02,Alexis Patterson,alexis33@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49581,1,2021-02-02,Heidi Kapoor,heidi3@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49582,1,2021-02-02,Glenn Wang,glenn2@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49583,1,2021-02-02,Warren Raje,warren3@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49592,1,2021-02-02,Hailey Morris,hailey1@adventure-works.com,"Road-650 Red, 44",1,782,62
SO49593,1,2021-02-02,Angel Young,angel40@adventure-works.com,"Road-650 Red, 44",1,782,62
SO49597,1,2021-02-02,Arthur Raman,arthur14@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49594,1,2021-02-02,Julio Jimenez,julio5@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49596,1,2021-02-02,Devin Campbell,devin39@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49595,1,2021-02-02,Mason Ramirez,mason8@adventure-works.com,"Road-550-W Yellow, 40",1,1000,80
SO49591,1,2021-02-02,Marissa Ross,marissa2@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49603,1,2021-02-03,Grace Murphy,grace31@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49598,1,2021-02-03,Brandy Rana,brandy7@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49602,1,2021-02-03,Alexander Robinson,alexander22@adventure-works.com,"Road-650 Red, 52",1,782,62
SO49599,1,2021-02-03,Donald Patel,donald5@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49600,1,2021-02-03,Alexa Cooper,alexa16@adventure-works.com,"Road-550-W Yellow, 38",1,1000,80
SO49601,1,2021-02-03,Darren Blanco,darren38@adventure-works.com,"Road-550-W Yellow, 48",1,1000,80
SO49609,1,2021-02-04,Courtney Green,courtney11@adventure-works.com,"Road-550-W Yellow, 44",1,1000,80
SO49608,1,2021-02-04,Jon He,jon39@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49607,1,2021-02-04,Logan Carter,logan36@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49611,1,2021-02-04,Zoe Bailey,zoe14@adventure-works.com,"Road-650 Black, 52",1,782,62
SO49604,1,2021-02-04,Ricky Navarro,ricky10@adventure-works.com,"Road-250 Red, 52",1,2443,195
SO49606,1,2021-02-04,Jacqueline Kelly,jacqueline26@adventure-works.com,"Carretera-650 Negro, 62",1,782,62
SO49612,1,2021-02-04,Jill Ramos,jill25@adventure-works.com,"Road-650 Black, 44",1,782,62
SO49605,1,2021-02-04,Michele Arun,michele62@adventure-works.com,"Road-550-W Yellow, 38",1,1000,80
SO49610,1,2021-02-04,Sean Perez,sean35@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49615,1,2021-02-05,Omar Ye,omar9@adventure-works.com,"Road-650 Red, 44",1,782,62
SO49614,1,2021-02-05,Arthur Jimnez,arthur29@adventure-works.com,"Road-650 Black, 52",1,782,62
SO49613,1,2021-02-05,Danny Gutierrez,danny12@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49616,1,2021-02-05,Priscilla Tang,priscilla3@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49618,1,2021-02-05,Byron Ramos,byron11@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49619,1,2021-02-05,Jessie Alvarez,jessie2@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49621,1,2021-02-05,Alex Scott,alex44@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49620,1,2021-02-05,Joe Perez,joe23@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49622,1,2021-02-05,Joe Martin,joe24@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49626,1,2021-02-05,Arturo Raji,arturo45@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49624,1,2021-02-05,Suzanne Cai,suzanne22@adventure-works.com,"Road-550-W Yellow, 38",1,1000,80
SO49625,1,2021-02-05,Colin Andersen,colin36@adventure-works.com,"Road-550-W Yellow, 38",1,1000,80
SO49623,1,2021-02-05,Tristan Patterson,tristan11@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49617,1,2021-02-05,Tommy Tang,tommy2@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49630,1,2021-02-06,Marvin Alvarez,marvin5@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49631,1,2021-02-06,Frank Ruiz,frank32@adventure-works.com,"Mountain-200 Silver, 42",1,2071,165
SO49627,1,2021-02-06,Luis Coleman,luis4@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49629,1,2021-02-06,Nathaniel Murphy,nathaniel16@adventure-works.com,"Road-650 Red, 62",1,782,62
SO49628,1,2021-02-06,Randy Zhu,randy16@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49632,1,2021-02-07,Preston Lopez,preston15@adventure-works.com,"Road-650 Black, 60",1,782,62
SO49634,1,2021-02-07,Taylor Barnes,taylor28@adventure-works.com,"Mountain-200 Black, 42",1,2049,163
SO49636,1,2021-02-07,Crystal Yang,crystal7@adventure-works.com,"Road-250 Red, 48",1,2443,195
SO49635,1,2021-02-07,Kaitlyn Gonzales,kaitlyn84@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49633,1,2021-02-07,Haley Simmons,haley34@adventure-works.com,"Road-250 Black, 44",1,2181,174
SO49643,1,2021-02-08,Peter Deng,peter9@adventure-works.com,"Road-250 Black, 48",1,2181,174
SO49641,1,2021-02-08,Melody Suarez,melody19@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49642,1,2021-02-08,Jermaine Chandra,jermaine1@adventure-works.com,"Mountain-200 Silver, 46",1,2071,165
SO49640,1,2021-02-08,Levi Suri,levi0@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49638,1,2021-02-08,Misty Luo,misty7@adventure-works.com,"Road-550-W Yellow, 42",1,1000,80
SO49639,1,2021-02-08,Allen Martinez,allen16@adventure-works.com,"Road-650 Red, 48",1,782,62
SO49637,1,2021-02-08,Joe Romero,joe32@adventure-works.com,"Road-250 Black, 52",1,2181,174
SO49644,1,2021-02-08,Cristina Shen,cristina2@adventure-works.com,"Road-650 Red, 44",1,782,62
SO49647,1,2021-02-09,Randall Romero,randall10@adventure-works.com,"Road-250 Red, 44",1,2443,195
SO49646,1,2021-02-09,Chase Gray,chase6@adventure-works.com,"Road-250 Black, 58",1,2181,174
SO49657,1,2021-02-09,Kaitlin Martinez,kaitlin16@adventure-works.com,"Road-650 Black, 48",1,782,62
SO49658,1,2021-02-09,Xavier Young,xavier23@adventure-works.com,"Carretera-650 Negro, 62",1,782,62
SO49645,1,2021-02-09,Susan Zhou,susan18@adventure-works.com,"Road-250 Red, 52",1,2443,195
SO49648,1,2021-02-09,Jack Perez,jack38@adventure-works.com,"Road-550-W Yellow, 40",1,1000,80
SO49649,1,2021-02-09,Luke Nelson,luke41@adventure-works.com,"Road-650 Red, 44",1,782,62
SO49659,1,2021-02-09,Morgan Bailey,morgan54@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49654,1,2021-02-09,Tamara She,tamara12@adventure-works.com,"Mountain-200 Black, 38",1,2049,163
SO49651,1,2021-02-09,Leslie Gill,leslie14@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
SO49652,1,2021-02-09,Deanna Weber,deanna7@adventure-works.com,"Mountain-200 Black, 46",1,2049,163
SO49653,1,2021-02-09,Warren Liu,warren21@adventure-works.com,"Mountain-200 Silver, 38",1,2071,165
